"","user_id","screen_name","user_location","followers_count","statuses_count","user_time_zone","lang","month","year","friends_count"
"251",1706657124,"janelperkinson","US",942,1570,"Eastern Time (US & Canada)","en","Aug","2013",1119
"252",1709314117,"aantiracist","Missouri, USA",897,1498,"Eastern Time (US & Canada)","en","Aug","2013",735
"253",1711063908,"cookiiieeessss","USA",678,1587,"Eastern Time (US & Canada)","en","Aug","2013",779
"254",1850866398,"bricegeller","USA",711,1386,"Eastern Time (US & Canada)","en","Sep","2013",661
"255",1863956756,"corynaenae","USA",674,1153,"Eastern Time (US & Canada)","en","Sep","2013",520
"256",1868810166,"bigboysneed","USA",555,1281,"Eastern Time (US & Canada)","en","Sep","2013",512
"257",1873206768,"brentmcclure275","",646,1425,"Eastern Time (US & Canada)","en","Sep","2013",1008
"258",1877492857,"chesplayschess","USA",1404,15943,"Eastern Time (US & Canada)","en","Sep","2013",1736
"259",1882324014,"pati_cooper","United States",1262,1898,"Eastern Time (US & Canada)","en","Sep","2013",1532
"260",2351739462,"coldwar20_ru","Россия, Москва",44470,32426,"Volgograd","ru","Feb","2014",5300
"261",2491401030,"cliftonhughes_","United States",866,1236,"Eastern Time (US & Canada)","en","May","2014",975
"262",2496599688,"notritahart","Atlanta",1619,2224,"Eastern Time (US & Canada)","en","May","2014",2802
"263",2497991305,"austinlovesbeer","USA",33,103,"Eastern Time (US & Canada)","en","May","2014",41
"264",2530830345,"neworleanson","New Orleans, LA",27745,44882,"Central Time (US & Canada)","en","May","2014",11333
"265",2533221819,"lazykstafford","USA",2187,1752,"Volgograd","en","May","2014",1818
"266",2534421182,"abigailssilk","Atlanta",858,1592,"Eastern Time (US & Canada)","en","May","2014",629
"267",2537507303,"elpasotopnews","El Paso, Texas",14648,8050,"Central Time (US & Canada)","en","May","2014",5033
"268",2573225349,"dominicvalent","US",2569,2775,"Eastern Time (US & Canada)","en","May","2014",3072
"269",2577082467,"todaycincinnati","Cincinnati, OH",16483,15189,"Central Time (US & Canada)","en","Jun","2014",9184
"270",2580516159,"jmscoxxx","USA",1302,1652,"Eastern Time (US & Canada)","en","Jun","2014",2407
"271",2591847731,"todaybostonma","Boston, USA",15376,15425,"Eastern Time (US & Canada)","en","Jun","2014",8840
"272",2598367019,"dickyirwin","USA",2033,2309,"Eastern Time (US & Canada)","en","Jun","2014",3105
"273",2611151319,"seattle_post","Seattle, WA",17222,27013,"Central Time (US & Canada)","en","Jun","2014",5254
"274",2628066159,"houstontopnews","Houston, TX",16678,20564,"Central Time (US & Canada)","en","Jun","2014",9562
"275",2630842499,"dailysandiego","San Diego, CA",15702,18733,"Pacific Time (US & Canada)","en","Jun","2014",5435
"276",2675966513,"dallastopnews","Dallas, Texas",18843,19714,"Central Time (US & Canada)","en","Jul","2014",7664
"277",2944766250,"atlanta_online","Atlanta, GA",17346,12995,"Eastern Time (US & Canada)","en","Dec","2014",9424
"278",2944944427,"todaymiami","Miami, FL",18832,8218,"Eastern Time (US & Canada)","en","Dec","2014",9705
"279",3070151882,"entatjanamax","Brussel, België",609,6946,"Volgograd","ru","Mar","2015",2326
"280",3074013672,"oaklandonline","Oakland, CA",12147,14867,"Pacific Time (US & Canada)","en","Mar","2015",10232
"281",3081110164,"jacksoncitypost","Jackson, MS",2643,6308,"Eastern Time (US & Canada)","en","Mar","2015",2074
"282",3092302720,"kelvsok","New York, NY",0,165,"Eastern Time (US & Canada)","en","Mar","2015",1
"283",3098232473,"nataturn","New York, NY",6,173,"Eastern Time (US & Canada)","en","Mar","2015",15
"284",3824403809,"novostidamask","",20247,8500,"Volgograd","ru","Sep","2015",2784
"285",3969530725,"patriototus","Texas, USA",11811,1706,"Eastern Time (US & Canada)","en","Oct","2015",9265
"286",4103087435,"patriot_archive","",7669,609,"Pacific Time (US & Canada)","en","Nov","2015",7109
"287",4208754922,"missourinewsus","",5550,1407,"Pacific Time (US & Canada)","en","Nov","2015",5377
"288",4209684039,"luke_jones13","",2960,286,"Pacific Time (US & Canada)","en","Nov","2015",1693
"289",4233777387,"nj_blacknews","New Jersey, USA",2820,451,"Pacific Time (US & Canada)","en","Nov","2015",1890
"290",4289431230,"redlanews","Lafayette, LA",9767,1530,"Pacific Time (US & Canada)","en","Nov","2015",8729
