"","user_id","screen_name","user_location","followers_count","statuses_count","user_time_zone","lang","month","year","friends_count"
"291",4289925109,"blacneighbor","",2458,1179,"Pacific Time (US & Canada)","en","Nov","2015",2176
"292",4299815909,"jeblary2016","",8462,1176,"Pacific Time (US & Canada)","en","Nov","2015",6347
"293",4795201707,"muslims_in_usa","",2471,649,"Pacific Time (US & Canada)","en","Jan","2016",1787
"294",2438338479,"oooonlyone","",112,1205,"Baku","ru","Mar","2014",150
"295",2498181012,"ostrovofficer","Москва",241,1616,"Moscow","ru","May","2014",310
"296",2516933027,"dannymaslov","Saint Petersburg, Russia",149,376,"Baku","ru","Apr","2014",643
"297",2528799640,"gffgfsfgfsdffjj","",152,828,"Volgograd","ru","May","2014",249
"298",2536836075,"oh_frida","",95,1703,"Volgograd","ru","May","2014",120
"299",2544279414,"shocko_10","",79,1914,"","en","Jun","2014",216
"300",2567949836,"horrorki","",84,1778,"Volgograd","ru","Jun","2014",343
"301",2578327831,"mikkyrurk","",76,1433,"Moscow","ru","Jun","2014",34
"302",2578879620,"zistti","",76,1463,"Volgograd","ru","Jun","2014",323
"303",2579089021,"lysikvinkova","Мурманск",2347,636,"Moscow","ru","Jun","2014",49
"304",2582643409,"arkadii_trofim","Ватноград",2096,1549,"Volgograd","ru","Jun","2014",261
"305",2586251828,"lila_gorila","Москва",85,1884,"Volgograd","ru","Jun","2014",251
"306",2808833544,"maxdementiev","",98412,30624,"Yerevan","ru","Sep","2014",94
"307",2992047969,"yattvrussia","Санкт-Петербург",289,378,"","ru","Jan","2015",502
"308",38875764,"leecory","St-Petersburg",14,219,"St. Petersburg","ru","May","2009",6
"309",2519634855,"maksblaginin","Омск",4749,223,"Moscow","ru","Apr","2014",84
"310",2525622731,"tebepizdec","",6360,1325,"Eastern Time (US & Canada)","ru","May","2014",1265
"311",2532553697,"krasilnikovbor","Москва, Россия",329,287,"Volgograd","ru","May","2014",264
"312",2537243471,"banttanantta","",94,119,"Moscow","ru","May","2014",278
"313",2542876557,"rogovilia","Москва",2305,208,"Volgograd","ru","May","2014",52
"314",2579368386,"krustyps","Красти Бургер ",186,63,"Volgograd","ru","Jun","2014",323
"315",3608261007,"policestateme","",1468,611,"Pacific Time (US & Canada)","en","Sep","2015",2092
"316",3900319276,"mideastview","",2933,10983,"Muscat","en","Oct","2015",1655
"317",87588938,"anzgri","",1267,61735,"Moscow","ru","Nov","2009",36
"318",1497280638,"lynsrodriguez","",785,1189,"Eastern Time (US & Canada)","en","Jun","2013",1015
"319",1625965398,"meggieoneil","portland",955,1594,"Eastern Time (US & Canada)","en","Jul","2013",2020
"320",1701582961,"edmundrjr","Brooklyn, NY",536,1087,"Eastern Time (US & Canada)","en","Aug","2013",588
"321",2431598206,"margoberoeva","Москва",285,6109,"Nairobi","ru","Mar","2014",251
"322",2537357265,"donnielmiller","LA",1363,2094,"Eastern Time (US & Canada)","en","May","2014",2565
"323",2541109454,"heyitsglor","United States",74,14,"Eastern Time (US & Canada)","en","Jun","2014",206
"324",2570574680,"riafanru","Россия ",11370,57212,"Minsk","ru","Jun","2014",2908
"325",2589513234,"zubovnik","Москва",26002,19641,"Volgograd","ru","Jun","2014",657
"326",2912754262,"pigeontoday","United States",29524,15665,"Eastern Time (US & Canada)","en","Dec","2014",21248
"327",3308949087,"mbrownhere","",19,119,"","en","Jun","2015",237
"328",3989295372,"instotus","",4516,581,"Pacific Time (US & Canada)","en","Oct","2015",4741
"329",4444330996,"globalfoe","Cosmopolitanism",1294,493,"Pacific Time (US & Canada)","en","Dec","2015",2797
"330",7.33273e+17,"chrisuport_port","Hessen, Deutschland",3178,741,"Berlin","de","May","2016",3866
"331",7.52965e+17,"darrell_h_hunt","",1,1,"","en","Jul","2016",46
"332",7.53215e+17,"margarethkurz","",6,250,"Bern","de","Jul","2016",136
"333",7.50368e+17,"sternandreas404","",17,253,"Madrid","de","Jul","2016",149
"334",7.31123e+17,"whitehousecards","Washington, DC",9426,385,"Moscow","ru","May","2016",3047
"335",2429465939,"arseni_roman","",72,1281,"Moscow","ru","Mar","2014",241
"336",2482076083,"bratuha_borcuha","",90,1131,"Moscow","ru","May","2014",226
"337",7.3579e+17,"bydrbre_","",14353,1035,"Moscow","ru","May","2016",6565
"338",7.23435e+17,"erdollum","",5811,2556,"Berlin","de","Apr","2016",4845
"339",2588336851,"inspectan","Москва",129,950,"Volgograd","ru","Jun","2014",211
"340",7.47344e+17,"internalmemer","the corner of happy & healthy",92,3871,"","en","Jun","2016",74
"341",2516294981,"krivelev_law","",115,646,"Moscow","ru","Apr","2014",371
"342",2563075183,"med_harley","",88,1321,"Volgograd","ru","Jun","2014",518
"343",2577151334,"milimillennium","",88,1807,"Volgograd","ru","Jun","2014",108
"344",2519246716,"mrservelat","",98,1564,"Moscow","ru","Apr","2014",240
"345",2525491683,"nana_lama","Москва",140,1727,"Volgograd","ru","May","2014",430
"346",2534367226,"politopros","",19678,653,"Moscow","ru","May","2014",3695
"347",2575626468,"shikarnoel","Омск",87,1288,"Volgograd","ru","Jun","2014",349
"348",2504601561,"ttlenlen","СПб",120,2040,"Moscow","ru","Apr","2014",115
"349",7.89266e+17,"worldnewspoli","Estados Unidos",1957,638,"","es","Oct","2016",4755
"350",7.4887e+17,"4ever1937","",4476,33,"","ru","Jul","2016",380
"351",7.50675e+17,"andreaseulitz","",9,98,"London","de","Jul","2016",95
"352",7.52825e+17,"angela_lattke","",14,231,"Bern","de","Jul","2016",90
"353",7.14721e+17,"berkhoff85","Berlin, Deutschland",1753,1041,"Berlin","de","Mar","2016",3179
"354",7.25306e+17,"berlinbote","",8,6804,"Bern","de","Apr","2016",0
"355",7.19275e+17,"blacktivists","",2404,710,"Pacific Time (US & Canada)","en","Apr","2016",1424
"356",2401770593,"briys_valera","Moscow, Russia",91,1078,"Baku","en","Mar","2014",53
"357",7.59825e+17,"chaneutral","United States",1,16,"","en","Jul","2016",55
"358",7.52864e+17,"fischermaria933","",17,217,"Berlin","de","Jul","2016",75
"359",7.56554e+17,"georevieweurope","",37,16,"Pacific Time (US & Canada)","en","Jul","2016",281
"360",2588788573,"gorelkinnn","Москва",98,999,"Moscow","ru","Jun","2014",340
"361",7.0367e+17,"inst_vets","",2618,184,"","en","Feb","2016",4244
"362",7.19281e+17,"jihadist2ndwife","Islamic States of America",5081,1071,"Pacific Time (US & Canada)","en","Apr","2016",3797
"363",2589592793,"jorda_morgan","",67,738,"Volgograd","ru","Jun","2014",104
"364",7.52973e+17,"lgbtuni","",338,453,"","en","Jul","2016",262
"365",535690498,"lmarinays","",785,9394,"Volgograd","ru","Mar","2012",202
"366",7.16919e+17,"lukas_rosler","",1217,1212,"Berlin","de","Apr","2016",3067
"367",3906961827,"maximgaron1","Paris",82,1024,"Paris","fr","Oct","2015",522
"368",7.63665e+17,"mmmdarya","",3263,248,"Pacific Time (US & Canada)","ru","Aug","2016",380
"369",2533095573,"moda_barina","",74,862,"Volgograd","ru","May","2014",52
"370",7.18341e+17,"mtthsberger","",980,1135,"Berlin","de","Apr","2016",2966
"371",2545365862,"mwiqcen","",244,1291,"Volgograd","ru","May","2014",257
"372",7.48465e+17,"peeonhillary","United States",30,4,"Pacific Time (US & Canada)","en","Jun","2016",1510
"373",7.50346e+17,"peterkistner","",52,248,"Berlin","de","Jul","2016",632
"374",7.62948e+17,"rus_in_usa","",5,13,"","ru","Aug","2016",18
"375",7.52792e+17,"schultei2","",10,244,"Berlin","de","Jul","2016",100
"376",7.5286e+17,"sonderkatharina","",26,393,"Berlin","de","Jul","2016",210
"377",7.52882e+17,"tinatkurtz1222","",7,134,"Bern","de","Jul","2016",55
"378",7.4999e+17,"ttsvetkov","st/petersburg",3216,2271,"","en","Jul","2016",405
"379",7.03291e+17,"williams8kalvin","",740,326,"","en","Feb","2016",599
"380",7.03303e+17,"williams_diana_","",1973,170,"Pacific Time (US & Canada)","en","Feb","2016",4468
"381",7.5285e+17,"joachimbuchwitz","",1,5,"Berlin","de","Jul","2016",50
"382",7.50656e+17,"klara_sauber","",25,11,"Bern","de","Jul","2016",192
"383",7.49931e+17,"marianeuberg1","",8,15,"Bern","de","Jul","2016",100
